tipo	fabricante	modelo	portas/capacidade	autonomia	ano	placa	renavam	chassi
van	Mercedes-Benz	Sprinter	12	9.18	2014	POA-0636	56889495217	9BM75U6PTDHF37C9O
carro	Volkswagen	Gol	4	13.82	2016	OJI-5949	08831371660	9BWYO3GQIC6BCXL2A
carro	Honda	Civic	4	12.01	2017	PNM-5342	87159586845	93HNGT8W4FRYVR2JX
carro	Renault	Logan	4	10.08	2017	PCL-1475	38577728797	93YCH06BPI3BXZWV5
carro	Chevrolet	Onix	4	7.48	2016	PTY-3568	15042481263	9BGPCPYP1MWH4RVPA
van	Fiat	Ducato	12	9.83	2017	PEB-6545	22138722549	9BDSZOT4UFGJ2U5NH
carro	Ford	Ka	2	10.33	2016	PHN-4487	97149320128	9BFPXI36UC2BXFNKT
carro	Toyota	Corolla	4	15.31	2016	PVI-4399	95481335152	9BR3MAZ13J726IBQN
van	Mercedes-Benz	Sprinter	10	12.71	2014	PVF-0559	39526333798	9BMN2GZ2HRUR8428R
carro	Fiat	Uno	4	10.36	2016	PCX-9610	02083224827	9BD2XKNAIY6YSUB34
carro	Ford	Ka+	4	10.07	2014	PQS-3095	86735707426	9BFSB5FA28QA6RRH3
carro	Renault	Logan	2	8.8	2016	POM-5634	00763960692	93Y6Q1OZUFQS9U85V
van	Mercedes-Benz	Sprinter	9	10.44	2015	PIO-2612	81524228442	9BMIDLV9PNTQXCGPA
van	Mercedes-Benz	Sprinter	9	6.93	2017	PHS-4305	21614642142	9BMG1FXAF8MFKZ3JJ
carro	Toyota	Corolla	2	12.43	2014	PDK-6391	24799901834	9BR1UE1U2IZ6KL1HM
van	Fiat	Ducato	8	12.43	2014	PRI-7247	66530302079	9BDCNKQ5YMEGASMXG
carro	Volkswagen	Gol	4	11.57	2016	PZX-2190	78439941560	9BWF0K4DLCRK9WVOS
carro	Volkswagen	Gol	4	11.65	2015	PEF-5670	99006862150	9BW14LRKZPVWTFWJZ
carro	Honda	Civic	4	6.99	2015	PLG-0898	98269071594	93H2G7A9TMFGJU6WC
carro	Toyota	Corolla	2	14.95	2015	PMC-8452	56254282414	9BRJ174GVJXMH4LJT
van	Fiat	Ducato	9	12.94	2017	PKB-2976	52364943589	9BD79LJYAMDY5QA3M
ute	Fiat	Ducato	1800	13.46	2014	PSF-3442	62394094785	9BD5D56D81IPM4679
carro	Honda	Civic	4	11.6	2017	PFM-6722	96602761947	93H82FHPGIRZE3652
carro	Fiat	Uno	4	8.65	2017	PUT-8909	57827129374	9BD42CHL5HTP59SNY
van	Fiat	Ducato	13	10.39	2017	OMJ-0474	25221682706	9BDHVQIDYPCA3FZA1
carro	Fiat	Uno	4	9.42	2017	PKO-6894	69783653305	9BDQ6TLYLUPALNNNX
carro	Chevrolet	Prisma	4	5.69	2015	PNS-2215	58308527918	9BGALQD36IHX6HXR9
van	Fiat	Ducato	13	9.47	2017	PWE-3638	29819022246	9BD4AWZ9E870K82Q6
carro	Ford	Ka+	2	13.86	2015	OFV-7772	38506267175	9BFTE8CZ9TJI1J48A
carro	Chevrolet	Prisma	4	6.78	2014	PMB-0892	04216256609	9BG1LJ8ETXAW03Q6V
van	Mercedes-Benz	Sprinter	10	10.19	2017	PNY-8573	53484769360	9BMBA7BO87QE7BBKO
carro	Honda	Civic	4	10.02	2017	PGP-4484	69552542619	93HSZMK27FZ44ZLLG
carro	Ford	Ka+	4	12.03	2017	PRF-9994	33096430491	9BFDWOXWHK9S8N1BB
carro	Renault	Logan	2	11.75	2016	PZV-6424	28747827482	93YL53706AQRX1SML
van	Fiat	Ducato	12	9.44	2017	PFX-1123	46987168509	9BDBQ60IVH1AH7Q61
ute	Fiat	Ducato	1800	12.86	2017	PDG-3552	42793231672	9BD8SB2DGES82T24J
carro	Renault	Sandero	2	9.18	2017	OUI-1217	32625237951	93YWDW1XH7ELKJLIY
carro	Renault	Sandero	4	13.54	2017	PWC-1377	73571575863	93YATPEYQ43GJIU6R
carro	Volkswagen	Gol	4	8.82	2017	PEA-2536	86990731911	9BWRHP2FJWU6VB597
carro	Ford	Ka	4	7.73	2017	POC-5490	49469975114	9BFRSUHBYELSCBYMT
carro	Ford	Ka	4	11.17	2017	PWX-4604	35813475247	9BFRMXSM2G265QGXH
van	Fiat	Ducato	13	16.19	2014	OBB-1455	52859886616	9BD3TZKR5PB3LVRPF
carro	Volkswagen	Gol	4	11.99	2017	PHV-5102	27228305645	9BW0B0GS4A7G1RJXN
van	Mercedes-Benz	Sprinter	11	8.91	2016	PHO-5760	12019781974	9BM1SEK396MS590SA
carro	Toyota	Corolla	4	6.98	2017	PRW-8242	10126138563	9BRRO3S2VJ2G19172
carro	Volkswagen	Gol	2	11.28	2017	PEV-0946	61441590562	9BWJ3ULCUYDI7KNFZ
carro	Chevrolet	Spin	4	10.45	2014	PRP-3404	75734227462	9BGRTC164CWUG28QO
carro	Volkswagen	Gol	4	10.25	2017	PJB-5508	13999200773	9BW9J6P2IZ1MOV8QI
van	Fiat	Ducato	11	10.85	2017	PID-8710	78175054861	9BDPBXXLDXZZRFFUT
carro	Ford	Ka+	4	12.7	2017	PNS-0698	63434258711	9BF98LP5VFQ8KMZNP
carro	Ford	Ka+	4	10.92	2017	PVP-0669	49479228540	9BFHGAAB2L71XD0HS
van	Mercedes-Benz	Sprinter	15	8.64	2016	PQV-3613	63269038147	9BMWYKARIBHLXV8QI
carro	Volkswagen	Gol	4	13.93	2016	PRA-0832	65571906534	9BWSRLG1O33S5EL6A
ute	Mercedes-Benz	Sprinter	1800	10.16	2017	PBU-7485	55956337049	9BM3EN1K0UYORRR6W
van	Mercedes-Benz	Sprinter	21	10.84	2017	PGP-8865	93404182126	9BM4X29FG7HH93G1S
van	Fiat	Ducato	13	17.98	2017	PHY-1605	04891068646	9BDZO7CADCYKHQY6N
van	Mercedes-Benz	Sprinter	15	13.13	2016	PIJ-0791	98266482467	9BMT2JBFO3COKG2C6
carro	Honda	Civic	4	9.43	2014	PMX-6930	47012379674	93HCNIIWTTW17B9DJ
carro	Honda	Civic	4	14.33	2017	PBI-3984	77193551859	93HF99JNW53YGZISX
van	Fiat	Ducato	16	11.56	2016	PXH-6416	87667833363	9BD9SKSSYI428BS91
carro	Renault	Logan	4	11.93	2017	PPF-8630	92055195249	93YRB6NHGC48YU40X
carro	Toyota	Corolla	2	10.69	2014	PNG-4015	10735890092	9BR9HJK4N3JAECZ5I
carro	Renault	Sandero	4	10.17	2015	PPC-5218	83246891993	93YSMGXT5PW1BQVE4
carro	Ford	Ka+	4	10.84	2016	PTB-3053	62797893947	9BFERPZ4PKRAC5PN9
carro	Toyota	Corolla	4	11.18	2015	PNU-3290	13163014190	9BRR3RJPMLSGWNO5D
van	Mercedes-Benz	Sprinter	14	19.0	2017	OBV-9442	96692707266	9BM54SA640JTN4L74
carro	Fiat	Uno	4	10.91	2016	PPO-8162	99596366374	9BD9UVU0LMQ17MM6A
carro	Volkswagen	Gol	4	11.45	2014	PFO-6027	46792467984	9BWY4VW830AQXGQL7
van	Mercedes-Benz	Sprinter	12	7.86	2016	PWP-8080	00427503682	9BMN0ZF3XXUX434AB
carro	Volkswagen	Gol	4	12.29	2017	PVO-4727	05106577128	9BWYY728V6KC1JML6
ute	Mercedes-Benz	Sprinter	1800	12.83	2015	OVN-5566	95199768144	9BM7A75KN7KPSPC2J
ute	Mercedes-Benz	Sprinter	1800	11.62	2014	OBB-8939	34342658459	9BMYD1OCMIX8RF8FA
carro	Toyota	Corolla	4	9.9	2016	OVI-9445	99291850060	9BR9U35D353O20UTI
carro	Fiat	Uno	2	6.06	2015	PWE-5120	29585022199	9BDBBSZT9DJ2G2A5R
carro	Honda	Civic	4	10.54	2015	OKK-7201	13260546604	93HWZPQVX8E3HNH2Y
carro	Honda	Civic	4	12.31	2015	PWP-8077	99720166755	93HKY0RIA3FQL9ARP
carro	Chevrolet	Prisma	4	10.83	2017	PTG-1072	82600599974	9BGCBUISAHD5SXTJD
carro	Fiat	Uno	4	14.34	2017	PYZ-2259	79075620455	9BDPXIYNGW4M5D2S7
van	Mercedes-Benz	Sprinter	13	8.68	2017	PEB-5901	59134306705	9BM5ULWNDVOXF92JL
carro	Renault	Logan	4	12.94	2014	PID-1908	52866504461	93YT97650POPR9DY8
carro	Fiat	Uno	4	8.5	2017	PWR-2914	79561724111	9BDL968XSM4TP7YST
ute	Mercedes-Benz	Sprinter	1800	9.19	2017	PZG-3071	37744046635	9BMUKR0CFKLAE2G1L
carro	Fiat	Uno	4	12.52	2016	PTK-0263	84480458036	9BDJRG13XCZEHDPVV
van	Mercedes-Benz	Sprinter	9	10.94	2014	PPF-9588	04434848292	9BM20FOHX1IRLETCS
van	Mercedes-Benz	Sprinter	8	14.23	2017	OHR-5960	81392706379	9BMMID4ZUDXT4UHRF
van	Fiat	Ducato	13	10.83	2014	OGU-3632	45534058797	9BDC2FM5VJCTUFZ7V
van	Fiat	Ducato	13	15.28	2017	PVQ-2527	23246317004	9BDBLOC0Z3L8A0IJD
van	Mercedes-Benz	Sprinter	12	8.0	2017	PHC-4304	31547922562	9BMNX2M9KVLUTYM7R
carro	Ford	Ka+	4	9.37	2016	PEQ-8614	03581160183	9BFQIGJHUTS6J7WVX
ute	Mercedes-Benz	Sprinter	1800	7.33	2017	OIU-7954	68092772906	9BMX5OUOVG2EP4G0F
carro	Renault	Sandero	4	16.4	2017	PZU-9928	47259039150	93YV768B899EI4J1D
van	Fiat	Ducato	12	8.48	2017	PNT-0346	91713300371	9BDSH0PBXKDCRJG37
carro	Ford	Ka+	4	8.71	2017	PRO-4634	38483465388	9BFGH5MWVLUD7RING
van	Mercedes-Benz	Sprinter	9	14.54	2017	PYT-5386	04737168268	9BMABW7GY9B9NXBZE
carro	Honda	Civic	4	6.72	2015	PRL-5150	63598073034	93HAFOTS3AER5WXNV
carro	Volkswagen	Gol	4	17.4	2015	PHV-4507	07071532728	9BWXGZV1P6H926PKN
carro	Ford	Ka	4	12.27	2015	PRP-8089	70537567815	9BFOQH9PPPFS2D3KA
van	Mercedes-Benz	Sprinter	14	11.01	2015	PGG-7637	21108435885	9BMW1JBJMXBQH1OOV
ute	Mercedes-Benz	Sprinter	1800	10.79	2016	ODM-8280	13503176450	9BM8SYFPCP54I1PPG
carro	Fiat	Uno	4	12.12	2015	OUA-3938	41825134057	9BDKLRB0KQWF5761W
van	Fiat	Ducato	18	14.78	2017	PDM-1521	24346245163	9BD2LQ7IQG8MBIM5X
carro	Ford	Ka	4	13.22	2016	PRO-0351	13901344279	9BFSB53BGJMW9TEDK
carro	Ford	Ka	4	8.15	2017	OPA-4182	63581552277	9BFEGJCNM3TFTFRKG
carro	Honda	Civic	4	14.14	2017	PSH-8878	11961027027	93HJZN0UXLRL1RPBI
van	Fiat	Ducato	14	13.6	2016	PTJ-2481	83663296321	9BDMX1ZXHXYUS9EYP
van	Mercedes-Benz	Sprinter	9	7.27	2015	PVO-5567	11774322868	9BMTQXIC5I2N9IKPV
van	Fiat	Ducato	12	12.63	2015	PAY-0585	98919811406	9BDXLUOSRF10170GB
carro	Honda	Civic	4	10.69	2016	OQD-6250	32437305943	93H4FEG11CDWW5MV0
van	Fiat	Ducato	16	12.4	2017	PNK-0020	88038094801	9BDYIQC7RWXUX5650
carro	Ford	Ka+	4	7.98	2017	PWN-2256	88015689441	9BFX1H6C5L6UP63EQ
carro	Fiat	Uno	4	8.45	2015	PDZ-5319	80804289865	9BD16GRX6HEDQT6XP
carro	Renault	Logan	2	7.82	2016	PXK-5967	31359291453	93YXIQ3ODJ2Z665ZD
carro	Honda	Civic	4	10.0	2016	PQQ-7928	66255437538	93HXDJ5QPNK9EC5OX
ute	Fiat	Ducato	1800	9.36	2017	OXF-8315	66410021192	9BD968GTXAE8T3M9P
carro	Toyota	Corolla	2	12.81	2016	PQS-2675	50354065332	9BRPELPL47FVYYA2M
carro	Volkswagen	Gol	4	10.83	2017	PDW-9199	31462866736	9BW57I3MMCNI1JE0C
carro	Toyota	Corolla	4	14.23	2017	PCD-1223	00235189180	9BRXOOMDPFKO570DQ
van	Fiat	Ducato	12	11.05	2017	PYO-3384	28380690456	9BDUC472I2BSESIQ8
carro	Volkswagen	Gol	4	17.75	2016	OCH-0613	02923966154	9BW233EMGRVLSIID2
carro	Toyota	Corolla	4	14.36	2015	PWT-1496	86625474984	9BRPREKN1DT33TBVG
carro	Chevrolet	Prisma	4	12.89	2015	OMR-6477	58266401403	9BGQD1UVU6B05TI48
carro	Honda	Civic	2	9.53	2015	POY-3263	35587454472	93H6X32DIO05DVC6Y
van	Mercedes-Benz	Sprinter	10	11.76	2015	PCP-8552	87792167766	9BM46W724L5PVQF7N
van	Mercedes-Benz	Sprinter	6	14.62	2016	PTW-8046	14387379040	9BMQ16G24SITGK66F
van	Fiat	Ducato	13	9.17	2017	PEL-4149	01351071692	9BDO3U8A2LQ1RNA6E
van	Mercedes-Benz	Sprinter	10	9.63	2014	PEU-1507	68422340847	9BMOMOKYJ2GPIEYYF
van	Mercedes-Benz	Sprinter	11	10.96	2015	PPT-7673	31593453510	9BMMZE7FV0AIYHREN
van	Mercedes-Benz	Sprinter	12	11.72	2017	PXO-8515	87110945320	9BMCOKPJ8C8QA9M1Q
carro	Toyota	Corolla	4	9.39	2014	PJY-3748	08015637577	9BRNODHCVL85T6HFB
carro	Renault	Logan	4	12.82	2015	PTX-8205	07603315818	93Y6LDB4W68SJ87EQ
van	Mercedes-Benz	Sprinter	15	10.49	2017	OIM-5215	34073988745	9BMU4WTXJJO0VBZTG
carro	Fiat	Uno	4	12.35	2017	PMW-1628	88411037435	9BDTQ0W36OZ49DZ5A
van	Mercedes-Benz	Sprinter	10	10.74	2015	PDY-8591	89007946084	9BMKYCNZNQXVZFR8U
ute	Mercedes-Benz	Sprinter	1800	12.33	2017	PCR-3593	45193298157	9BM0QLWSFIXOCXJ9H
ute	Fiat	Ducato	1800	11.48	2017	PAR-9780	28405898717	9BD6BZDQMA1WE51ZR
carro	Volkswagen	Gol	4	8.8	2017	OYC-7639	44346128849	9BWQXXGXHMGFH9H3O
van	Fiat	Ducato	13	10.32	2017	PFK-8107	51031782653	9BDD42W073QYHTBVV
van	Fiat	Ducato	17	9.87	2017	PNJ-9705	10970839585	9BDK2GUHN1F5RBHXD
carro	Fiat	Uno	4	8.86	2015	PBC-6712	51919395680	9BD4O0XPU6H6E872R
carro	Volkswagen	Gol	4	7.0	2015	PTT-7704	45861015195	9BWC3ZUJFXZML7BJD
carro	Fiat	Uno	4	7.38	2015	PPA-6119	95202033731	9BDAAOOY45OR9HFI4
carro	Fiat	Uno	2	13.15	2017	PJA-0726	70162088853	9BDXJZ40YU9GTAUPS
carro	Toyota	Corolla	4	10.01	2014	PMD-0890	60902683848	9BRSZLLEBZ3829NU2
ute	Fiat	Ducato	1800	8.57	2017	PUU-6072	92800552886	9BDP1JMFPTKO2Z74I
van	Mercedes-Benz	Sprinter	10	14.1	2017	PFW-7303	39304554560	9BMUKKHU1M9EY6XIU
van	Fiat	Ducato	13	14.64	2017	PTZ-6129	23545299083	9BDKG44GV5YH2Q34E
carro	Fiat	Uno	4	13.09	2016	PBU-2384	41310077400	9BD82WKKHSJOV1NXF
carro	Chevrolet	Spin	4	10.05	2015	PZO-3462	88784768390	9BGNEVZAH4DT96Q0X
van	Mercedes-Benz	Sprinter	12	10.81	2017	OQK-9404	99124800981	9BM3NSAXGFLPLS37K
carro	Volkswagen	Gol	4	12.67	2017	PKU-5910	46130793040	9BW7H8XBYG7CRT40B
carro	Chevrolet	Prisma	4	7.87	2017	PFI-4841	64882428246	9BGXPPSA6QAWPBZCP
carro	Chevrolet	Onix	4	11.5	2017	PFV-0168	57057518205	9BGJVQF7O4KJBTFTT
carro	Ford	Ka	4	10.46	2015	PKO-2251	25500954443	9BFCH3L183F8GMFQW
carro	Honda	Civic	4	9.93	2016	PWP-9296	99656811079	93HQ640OQYJKB0IYJ
van	Mercedes-Benz	Sprinter	13	4.7	2017	PBC-8246	16461966840	9BMO059LGI9MKQSI6
carro	Toyota	Corolla	2	14.45	2016	PVG-1619	69179275327	9BRT49Z3BIP6PNR5R
van	Mercedes-Benz	Sprinter	16	9.31	2015	PPS-3945	27741036437	9BMB8VLUWA30TNMH4
carro	Chevrolet	Onix	4	7.93	2016	PDU-9922	82451588304	9BGA9H42G6OTV8ZTU
carro	Toyota	Corolla	4	12.11	2017	PXK-2402	90481109672	9BRUUPMKBMYP8W9E9
carro	Fiat	Uno	4	11.78	2015	PVN-5248	64421233193	9BDISG0T7U6KCLNH2
van	Mercedes-Benz	Sprinter	8	15.05	2017	PPD-5761	49935357928	9BMQ2M59OZL258HLB
carro	Chevrolet	Spin	4	12.35	2014	PFS-5103	37098858395	9BG1KJQMTGT8NCG2W
carro	Renault	Sandero	2	9.68	2017	PBZ-6833	46435260532	93YB0EFWH0GBTUSKL
carro	Ford	Ka	4	12.16	2015	PUY-8563	52078239185	9BF75NAM16RN15ZVO
ute	Mercedes-Benz	Sprinter	1800	13.15	2014	PMB-5620	90116833778	9BM0D09UMMYEBCH2F
carro	Chevrolet	Prisma	4	13.44	2017	PCW-2429	83415610154	9BG22N0IOR4M1CSCL
carro	Toyota	Corolla	4	11.94	2017	PTV-7394	56876132298	9BRM6EQY2M5HPTYXV
van	Fiat	Ducato	7	13.36	2015	PKH-6028	69579207053	9BDVOTN7C585Z8Z26
van	Fiat	Ducato	13	7.67	2016	PZC-3634	80088198252	9BDW5JJH08WRN76UT
van	Mercedes-Benz	Sprinter	12	8.21	2017	PVJ-3776	15145680873	9BM1LUL9CGX12CVN8
van	Mercedes-Benz	Sprinter	11	13.78	2017	PMH-7201	73009900450	9BMC0LF2DWX9JXH62
van	Fiat	Ducato	15	14.61	2017	PFC-3779	63302423266	9BDMJPL4C6TI8BMJC
carro	Volkswagen	Gol	4	5.78	2017	PIH-9700	03628478914	9BWFIKEGOU9KKR9R0
carro	Fiat	Uno	4	10.44	2017	PCS-6257	67043024260	9BD6TID0V3LR145QN
carro	Fiat	Uno	4	13.19	2016	PJV-8526	91711219197	9BDVC6DEZ7YNU12NR
van	Mercedes-Benz	Sprinter	10	12.87	2015	PYU-5105	84400013557	9BMALJ6JTG3RPA0IH
carro	Ford	Ka	4	15.22	2017	OMB-3493	00401841335	9BFVAWTNO3ZBG9FEY
carro	Toyota	Corolla	2	12.64	2015	PGO-1187	05667559013	9BRBAZUEN00YPWAV3
van	Fiat	Ducato	9	10.18	2016	OGC-4156	96998959008	9BDK4WB5QXAX0TIX2
van	Mercedes-Benz	Sprinter	20	8.95	2017	PPQ-4498	24536953999	9BMLRWEOZGBVJFD0X
ute	Mercedes-Benz	Sprinter	1800	12.11	2015	PQP-9578	62213389002	9BMMRG0MMYCPZUIYU
carro	Chevrolet	Onix	2	11.2	2015	PBY-1058	87773344484	9BGS0PLVFVFQA6GCM
carro	Chevrolet	Onix	4	10.42	2015	PLT-4766	15570292432	9BGYZBNLG1SM10KG8
carro	Chevrolet	Onix	4	10.16	2016	PAD-8773	42953236248	9BG8XD4T7R3CAQ62D
carro	Toyota	Corolla	4	8.97	2015	OES-5032	79646817283	9BREANQG41U4QGXXY
carro	Chevrolet	Onix	4	15.45	2017	PLP-9245	69465070764	9BGSPDCHH9MTGXJGP
carro	Fiat	Uno	2	8.76	2017	PTU-4666	08845616213	9BD8X0X6GIOIRYEEB
ute	Fiat	Ducato	1800	9.26	2017	PGF-1679	07176592260	9BDNYAA32YFRK1IP8
van	Fiat	Ducato	12	8.1	2015	PNI-3645	33162552730	9BD4W510SE2JZ9GR0
van	Fiat	Ducato	11	7.67	2017	PNP-3021	60453382591	9BDYEWMHAXZJKVUGP
van	Fiat	Ducato	10	9.08	2017	PAZ-1557	55115134810	9BDVD6BPAL5RIGQ80
carro	Fiat	Uno	4	8.57	2017	PTR-0659	86655856256	9BDUXUJPF0PM4ZEJW
carro	Fiat	Uno	4	7.65	2015	PYC-9315	56771975130	9BDIMD9C26CJ7XTG4
carro	Renault	Sandero	4	9.96	2017	PEI-8427	27741082458	93YSZHS4341YWIHFU
carro	Chevrolet	Onix	4	9.55	2017	PKQ-0715	00867404071	9BGVLV0K4QBGKJU9T
van	Fiat	Ducato	15	13.89	2015	PHN-9467	58827844299	9BDGO3K2VP6TNVHMO
ute	Fiat	Ducato	1800	14.04	2014	OMK-0546	01781885257	9BDA0WR0TOQPCO7G3
carro	Chevrolet	Onix	4	13.86	2015	PUO-5630	86762810083	9BG7NCBAW9530NEN2
van	Mercedes-Benz	Sprinter	11	12.95	2015	PGE-3382	76767726034	9BMX5UK9YABHX3JUW
carro	Fiat	Uno	4	8.83	2017	PNA-2365	97854659820	9BDVB3P7IH80I3JZZ
van	Fiat	Ducato	10	14.82	2017	PYF-1933	80719559546	9BDLUMSAVSWFPU0HU
carro	Toyota	Corolla	4	11.32	2016	OWX-9633	88389850221	9BR77HQL4V4GOGELX
carro	Ford	Ka+	4	5.18	2014	PYG-8666	92966338749	9BF54HUJNDKQYXK8G
carro	Ford	Ka	2	9.76	2017	PRY-8225	72266592693	9BFBQT1Z8S45BTWCA
carro	Ford	Ka	4	12.43	2015	PWD-3109	03545678121	9BFF9Q5AH7IK0S9KC
carro	Ford	Ka+	4	10.01	2017	PQE-6532	28328153203	9BF8JHNLT7YDGMV2O
carro	Chevrolet	Onix	4	7.83	2017	OYR-2193	20284839848	9BGB09FQ9KBRDHDPK
carro	Ford	Ka	4	15.57	2016	PQO-6868	87316363825	9BF321IVH8PLR7X1F
van	Fiat	Ducato	15	10.38	2016	PEU-2134	61703442693	9BD79A4O8H2HEP8YN
carro	Volkswagen	Gol	4	10.62	2016	PMS-3935	69412346852	9BWETBDPZ9MJMTGHI
carro	Honda	Civic	4	11.49	2014	PBR-6337	01171874355	93HFH71EHGJBC575T
carro	Ford	Ka+	4	9.08	2015	PTI-7011	60657576188	9BFE21PXJJNTCTH3Q
van	Fiat	Ducato	14	8.5	2015	PIW-4795	66790754864	9BDBZ1B22GNR3D8VU
carro	Volkswagen	Gol	4	11.44	2017	PXU-0318	54682150484	9BWJPIST0WR3BDDN4
van	Mercedes-Benz	Sprinter	10	10.0	2016	PFJ-3384	51791968134	9BMOO8M8TBSZZYBIL
carro	Renault	Logan	4	11.86	2017	POS-0781	87508090215	93YJUJZX46J3B7J9A
van	Fiat	Ducato	11	8.79	2017	PHA-5953	23746874797	9BD2876LB9JKLICGB
van	Fiat	Ducato	8	15.38	2014	OWL-7936	90312820859	9BDFKIR43GFZC44K1
van	Fiat	Ducato	10	12.53	2016	PXG-1061	87807316606	9BDSMCTZG08S8WMNR
carro	Honda	Civic	4	12.42	2016	PKL-9549	46426857535	93HFP7VU2JZDD6FEL
carro	Ford	Ka	4	13.63	2016	PBT-1314	44899235882	9BFIZ0UJZQHUY3BNV
carro	Toyota	Corolla	4	9.51	2017	PFP-2249	14893259369	9BRBMIS87YMBBUO8P
van	Mercedes-Benz	Sprinter	7	12.17	2016	OOD-7988	04934884017	9BMFCPTPLI1QJEYY3
van	Fiat	Ducato	14	9.06	2014	PJP-4208	78180008871	9BDI43AVC5P54AGJ0
carro	Toyota	Corolla	4	12.87	2016	PNK-6807	74770006816	9BR7B0IDABY2NLWO0
carro	Ford	Ka	2	10.51	2017	PHF-2842	90468597798	9BFX4MZAX4RWCTWJP
van	Mercedes-Benz	Sprinter	14	6.83	2014	PUJ-1473	58475431295	9BMFJ71Y3TC1Y1QKL
carro	Ford	Ka	4	7.7	2017	PSH-6804	55768918473	9BFJQDB91K8SO9F76
carro	Honda	Civic	4	8.7	2017	PMY-1171	91421335311	93H0NBWL37TEVMEZP
carro	Fiat	Uno	4	10.35	2015	PWB-7521	36693337296	9BD0E3GT996SEAK7V
carro	Toyota	Corolla	4	11.69	2017	PEY-0652	29903308536	9BROOS76IMOWTWUF2
ute	Fiat	Ducato	1800	6.12	2017	OCE-4679	64356015435	9BDMGI8YGHUJG1R4A
carro	Ford	Ka	4	11.09	2017	PDH-9495	67545671991	9BF4QK5FNTBZDS1KX
carro	Chevrolet	Spin	4	11.36	2017	PWX-2609	76813358767	9BG8P2G9CPJI8FS29
carro	Honda	Civic	4	11.33	2017	PRQ-2924	51667183880	93HX8EPAO41WM443Q
carro	Renault	Sandero	4	12.9	2014	PHX-4302	64648273092	93YK81V2IM0QW9W09
carro	Toyota	Corolla	4	4.75	2017	OII-7321	19941226280	9BRKL4N6BASJWVZP3
carro	Chevrolet	Spin	4	6.07	2017	PZP-8623	37236137348	9BG6D2QN2W28E0MH6
carro	Renault	Sandero	2	12.65	2015	PKU-8074	81839418772	93Y34LNWLYMX41GI5
ute	Fiat	Ducato	1800	12.87	2017	PHN-3675	87274695545	9BD6W6VR5M9U2X8O7
van	Fiat	Ducato	15	8.94	2017	PBF-5796	06662832519	9BDPGVKJXDLDBDLVW
carro	Volkswagen	Gol	2	12.1	2017	PWO-5479	60052284449	9BWR5IJPQJC3N6A5N
van	Mercedes-Benz	Sprinter	9	10.42	2017	ORQ-6077	46060403190	9BMF54Z0WGFTO7IEY
van	Mercedes-Benz	Sprinter	15	8.46	2017	PME-2202	48144328744	9BM3SPLZLNQLCTQBF
van	Fiat	Ducato	12	9.3	2015	OEU-0749	66549833550	9BDIT749J661RLBZ3
carro	Ford	Ka	4	12.94	2014	PWJ-3264	35862480482	9BFZB0WE70IT9EEUX
van	Fiat	Ducato	10	8.24	2015	PXZ-7069	37042978502	9BDL087H53EPZ6DM0
van	Fiat	Ducato	15	9.34	2017	OCO-0983	28400201650	9BDV2AAWMLKF17KX1
carro	Toyota	Corolla	4	8.11	2014	PUD-7662	87886798236	9BRB5KKBZ6ZOG62AF
carro	Toyota	Corolla	4	16.12	2017	PHO-1899	87714778475	9BRU605VHSJYA5KS4
ute	Mercedes-Benz	Sprinter	1800	15.37	2017	PPG-3737	71030579891	9BM0SG1BJY4H5M256
van	Mercedes-Benz	Sprinter	11	10.97	2017	PVH-3574	99048662147	9BME981Y9EU1IE5UG
carro	Toyota	Corolla	4	10.24	2017	PZA-8101	40201948143	9BRKXKMSTB9GQQM64
van	Fiat	Ducato	12	10.2	2014	PGV-9123	04931205270	9BDJCITYGM2BSFHVW
carro	Volkswagen	Gol	2	10.8	2017	PLA-3350	96147930206	9BW2LU9I5YILF972Q
carro	Honda	Civic	4	12.37	2015	PRS-8497	82201300118	93HQF1FYDG6OPQCK0
carro	Honda	Civic	2	12.03	2015	PLL-9673	80893459254	93HR4I34JM9FX9PJQ
ute	Mercedes-Benz	Sprinter	1800	9.71	2017	PJZ-4635	85045371790	9BM829X86W41T0H0C
van	Fiat	Ducato	12	10.21	2016	OAF-2177	77633321515	9BD457WGTQKPJT30J
carro	Honda	Civic	2	14.06	2015	PZU-5586	66974314578	93HAJ9CPP3GEWPP7U
carro	Volkswagen	Gol	4	8.99	2016	PNV-9189	71988723424	9BWJ0V3UPWBZA1RP9
van	Mercedes-Benz	Sprinter	11	9.18	2015	PYM-1522	73489853183	9BMCF0A5I10IDN4N1
van	Mercedes-Benz	Sprinter	17	10.88	2015	PXA-6020	15527879418	9BM4OYVMS2V6S8ESM
ute	Fiat	Ducato	1800	11.78	2014	PWZ-7717	50020238220	9BDGBH1XWMS2AGD0M
carro	Volkswagen	Gol	4	7.67	2016	PUC-9580	70023989372	9BW73R3LQMGA97GK2
carro	Chevrolet	Onix	4	9.49	2017	ORK-1002	49051376577	9BGRGX9BVR7N36D8J
van	Mercedes-Benz	Sprinter	13	7.99	2015	PGC-4026	49660513561	9BMQFJ0HL5WTW8UKA
carro	Honda	Civic	4	10.87	2015	PKN-3074	51036738266	93HF4H8SDXNWKK4W0
van	Mercedes-Benz	Sprinter	14	15.36	2015	PID-6713	69613462490	9BM5DTSBOLBQSTHA6
